quote,author,category
"Whenever we went on a trip, picnic, or business trip, I was always with my dad, and I would just always be in contact with cosmonauts, and I thought it would be always normal to be with them.",Roman Romanenko,"Business, Thought, Always "
"I knew Sinatra for 38 years. He was like my father. Frank Sinatra was my 'dad.' He treated me like his son. He gave me the best advice about singing, about this and that... He was a very sensitive man, very astute, one of the sharpest men that I ever met in my life.",Trini Lopez,"Life, Best, Father "
My father was never anti-anything in our house.,Errol Flynn,"Father, House, Never "
It is much easier to become a father than to be one.,Kent Nerburn,"Father, Become, Easier "
"My dad's a Republican. My dad's my mentor. When I was 18 or whatever it was and I decided to register to vote. My dad's Republican, so that's what I decided to register as.",Patrick Murphy,"Vote, Republican, Mentor "
"My father was an Episcopalian minister, and I've always been comforted by the power of prayer.",Anna Lee,"Father, Power, Prayer "
My dad keeps referring to me playing the piano when he's trying to teach me something in archery.,Miranda Leek,"Me, Trying, Teach "
Rich men's sons are seldom rich men's fathers.,Herbert Kaufman,"Men, Rich, Sons "
My dad actually taught me how to do the catwalk because he used to do modeling. He taught me how to do that little swivel at the end.,Sophie Lowe,"End, Me, Modeling "
"When a father, absent during the day, returns home at six, his children receive only his temperament, not his teaching.",Robert Bly,"Children, Home, Father "
"As my dad said, you have an obligation to leave the world better than how you found it. And he also reminded us to be givers in this life, and not takers.",Phil Crane,"Life, World, Better "
No man is responsible for his father. That was entirely his mother's affair.,Margaret Turnbull,"Father, Mother, Man "
"It is not weird for a dad to be doing the dishes, the laundry, and taking the kids to school, and read them stories for bed.",Zach Cregger,"School, Weird, Doing "
"I always thought that family was the most important thing in life, and no matter what I do, whether being a chef or an actor or a dancer, being a dad is what I do best.",David Burtka,"Life, Family, Best "
You cannot escape the responsibility of tomorrow by evading it today.,Abraham Lincoln,"Today, Responsibility "
"Keep looking up! I learn from the past, dream about the future and look up. There's nothing like a beautiful sunset to end a healthy day.",Rachel Boston,"Day, Beautiful, Sunset "
"I'm looking forward to the future, and feeling grateful for the past.",Mike Rowe,"Grateful, Past "
The secret of your future is hidden in your daily routine.,Mike Murdock,"Daily, Routine, Secret "
"Memories are the key not to the past, but to the future.",Corrie Ten Boom,"Memories, Past, Key "
Planning is bringing the future into the present so that you can do something about it now.,Alan Lakein,"Planning, Present, You "
"You never know what the future holds, so I am just enjoying being happy, healthy, and having my wonderful husband by my side.",Olivia Newton-John,"Happy, I Am, Being Happy "
"If we open a quarrel between past and present, we shall find that we have lost the future.",Winston Churchill,"Past, Lost, Present "
The future belongs to those who prepare for it today.,Malcolm X,"Today, Prepare, Belongs "
"If you think in terms of a year, plant a seed; if in terms of ten years, plant trees; if in terms of 100 years, teach the people.",Confucius,"Trees, People, Plant "
"The future is green energy, sustainability, renewable energy.",Arnold Schwarzenegger,"Green, Sustainability "
In this bright future you can't forget your past.,Bob Marley,"Past, Forget, You "
What we need to do is always lean into the future when the world changes around you and when it changes against you - what used to be a tail wind is now a head wind - you have to lean into that and figure out what to do because complaining isn't a strategy. ,Jeff Bezos,"Wind, Changes, World "
A person often meets his destiny on the road he took to avoid it.,Jean de La Fontaine,"Road, Destiny, Person "
People sacrifice the present for the future. But life is available only in the present. That is why we should walk in such a way that every step can bring us to the here and the now.,Thich Nhat Hanh,"Life, Sacrifice, Walk "
"We all have a responsibility to protect endangered species, both for their sake and for the sake of our own future generations.",Loretta Lynch,"Responsibility, Protect "
"It is up to us to live up to the legacy that was left for us, and to leave a legacy that is worthy of our children and of future generations.",Christine Gregoire,"Children, Legacy, Live "
"When I look into the future, it's so bright it burns my eyes.",Oprah Winfrey,"Eyes, Look, Bright "
"Study the past, if you would divine the future.",Confucius,"Past, Study, You "
There is always one moment in childhood when the door opens and lets the future in.,Graham Greene,"Childhood, Door, Moment "
"If we intend to provide a better life, and a better world, for future generations, we can't ignore the quality of the environment we leave them.",John Kasich,"Life, Quality, World "
"Prejudice is a burden that confuses the past, threatens the future and renders the present inaccessible.",Maya Angelou,"Past, Prejudice, Present "
"The human brain had a vast memory storage. It made us curious and very creative. Those were the characteristics that gave us an advantage - curiosity, creativity and memory. And that brain did something very special. It invented an idea called 'the future.'",David Suzuki,"Creativity, Memory "
"If recycling is the future, then we must focus our efforts on mitigating negative impacts to our community while protecting our environment.",Tony Cardenas,"Community, Focus, Negative "
The challenge of the unknown future is so much more exciting than the stories of the accomplished past.,Simon Sinek,"Challenge, Past, Unknown "
"If my future were determined just by my performance on a standardized test, I wouldn't be here. I guarantee you that.",Michelle Obama,"Performance, You, Test "
Innovation is the calling card of the future.,Anna Eshoo,"Innovation, Calling, Card "
My parents taught me to never give up and to always believe that my future could be whatever I dreamt it to be.,Susana Martinez,"Never Give Up, Parents "
The future of advertising is the Internet.,Bill Gates,"Advertising, Internet "
Control your own destiny or someone else will.,Jack Welch,"Destiny, Control, Will "
No valid plans for the future can be made by those who have no capacity for living now.,Alan Watts,"Living, Plans, Now "
Only you can control your future.,Dr. Seuss,"Control, You, Only "
Real generosity toward the future lies in giving all to the present.,Albert Camus,"Giving, Generosity, Present "
"Elegance is not the prerogative of those who have just escaped from adolescence, but of those who have already taken possession of their future.",Coco Chanel,"Elegance, Adolescence, Just "
"Sustainability, ensuring the future of life on Earth, is an infinite game, the endless expression of generosity on behalf of all.",Paul Hawken,"Life, Game, Generosity "
"Without ethics, man has no future. This is to say, mankind without them cannot be itself. Ethics determine choices and actions and suggest difficult priorities.",John Berger,"Man, Ethics, Choices "
"The past, like the future, is indefinite and exists only as a spectrum of possibilities.",Stephen Hawking,"Past, Spectrum "
"I am not interested in the past, except as the road to the future.",Gianni Versace,"Road, I Am, Past "
Every man gotta right to decide his own destiny.,Bob Marley,"Man, Destiny, Right "
"It is our job, as members of parliament, to legislate with an eye to the long term future, to look over the horizon beyond the next election and ensure that as far as we can what we do today will make Australia a better place, a safer place, for future generations to live in.",Malcolm Turnbull,"Today, Job, Eye "
Social media... it's the future for the new generation.,Cameron Dallas,"Social Media, Media "
"Look back over the past, with its changing empires that rose and fell, and you can foresee the future, too.",Marcus Aurelius,"Rose, Past, You "
"Time passed solely in the pursuit of pleasure leaves no solid enjoyment for the future; but from the hours you spend in reading and studying useful books, you will gather a golden harvest in future years.",Dorothea Dix,"Time, Reading, Harvest "
"Because of lack of moral principle, human life becomes worthless. Moral principle, truthfulness, is a key factor. If we lose that, then there is no future.",Dalai Lama,"Life, Moral, Human "
"I am tomorrow, or some future day, what I establish today. I am today what I established yesterday or some previous day.",James Joyce,"Day, Today, I Am "
"Discontent, blaming, complaining, self-pity cannot serve as a foundation for a good future, no matter how much effort you make.",Eckhart Tolle,"Good, Effort, Foundation "
Do your duty and a little more and the future will take care of itself.,Andrew Carnegie,"Care, Take Care, Little "
We drive into the future using only our rearview mirror.,Marshall McLuhan,"Mirror, Drive, Rearview "
"Let us make future generations remember us as proud ancestors just as, today, we remember our forefathers.",Roh Moo-hyun,"Today, Proud, Remember "
"School is practice for the future, and practice makes perfect. But nobody's perfect, so why practice?",Billie Joe Armstrong,"School, Practice, Perfect "
"Prediction is very difficult, especially if it's about the future.",Niels Bohr,"Difficult, Prediction, Very "
Diversification and globalization are the keys to the future.,Fujio Mitarai,"Globalization, Keys "
"My purpose... to go on with my heart and soul, devoting all my energies to Girl Scouts, and heart and hand with them, we will make our lives and the lives of the future girls happy, healthy and holy.",Juliette Gordon Low,"Happy, Heart, Soul "
Leaders establish the vision for the future and set the strategy for getting there.,John P. Kotter,"Vision, Strategy, Leaders "
"Future generations are not going to ask us what political party were you in. They are going to ask what did you do about it, when you knew the glaciers were melting.",Martin Sheen,"Political, Party, You "
"When the past no longer illuminates the future, the spirit walks in darkness.",Alexis de Tocqueville,"Past, Darkness, Spirit "
"The only difference between the saint and the sinner is that every saint has a past, and every sinner has a future.",Oscar Wilde,"Past, Difference, Sinner "
I don't try to describe the future. I try to prevent it.,Ray Bradbury,"Try, Describe, Prevent "
"It is always wise to look ahead, but difficult to look further than you can see.",Winston Churchill,"Wise, You, See "
The future influences the present just as much as the past.,Friedrich Nietzsche,"Past, Present, Just "
Destiny has two ways of crushing us - by refusing our wishes and by fulfilling them.,Henri Frederic Amiel,"Destiny, Wishes, Two "
"The influence of teachers extends beyond the classroom, well into the future. It is they who shape and enrich the minds of the young, who touch their hearts and souls. It is they who shape a nation's future.",F. Sionil Jose,"Influence, Young, Nation "
Parents are like shuttles on a loom. They join the threads of the past with threads of the future and leave their own bright patterns as they go.,Fred Rogers,"Parents, Past, Bright "
"If you see the magic in a fairy tale, you can face the future.",Danielle Steel,"Magic, You, See "
"I'm not good at future planning. I don't plan at all. I don't know what I'm doing tomorrow. I don't have a day planner and I don't have a diary. I completely live in the now, not in the past, not in the future.",Heath Ledger,"Day, Good, Past "
The future is no more uncertain than the present.,Walt Whitman,"Present, Uncertain, Than "
"The past is a ghost, the future a dream, and all we ever have is now.",Bill Cosby,"Past, Dream, Ghost "
The future battle on the ground will be preceded by battle in the air. This will determine which of the contestants has to suffer operational and tactical disadvantages and be forced throughout the battle into adoption compromise solutions.,Erwin Rommel,"Battle, Compromise "
"For every minute, the future is becoming the past.",Thor Heyerdahl,"Past, Minute, Every "
Trying to predict the future is like trying to drive down a country road at night with no lights while looking out the back window.,Peter Drucker,"Road, Night, Window "
The only thing we know about the future is that it will be different.,Peter Drucker,"Be Different, Know "
The present was an egg laid by the past that had the future inside its shell.,Zora Neale Hurston,"Past, Present, Egg "
"America is false to the past, false to the present, and solemnly binds herself to be false to the future.",Frederick Douglass,"America, Past, Present "
"You have to focus on the future and know that you can succeed in life, and you have to keep working hard.",Dele Alli,"Life, Focus, Working Hard "
They might in the future more than ever before engage in hunting beavers.,Samuel de Champlain,"Hunting, Engage, Than "
"To that movement, consecrated by religious principle, sustained by an awful sense of justice, and cheered by the brightest hopes of future good, all our powers, talents, and attainments are devoted.",George Ripley,"Good, Justice, Talents "
Map out your future - but do it in pencil. The road ahead is as long as you make it. Make it worth the trip.,Jon Bon Jovi,"Road, Long, You "
"If humanity doesn't land on Mars in my lifetime, I would be very disappointed.",Elon Musk,"Humanity, Mars, Disappointed "
"The future is built on brains, not prom court, as most people can tell you after attending their high school reunion. But you'd never know it by talking to kids or listening to the messages they get from the culture and even from their schools.",Anna Quindlen,"Culture, School, Listening "
I got a bright future ahead of me.,Justin Bieber,"Me, Ahead, Bright "
"Children have neither a past nor a future. Thus they enjoy the present, which seldom happens to us.",Jean de la Bruyere,"Children, Past, Enjoy "
"Adolescence represents an inner emotional upheaval, a struggle between the eternal human wish to cling to the past and the equally powerful wish to get on with the future.",Louise J. Kaplan,"Struggle, Powerful, Past "
A dream collage is pictures of your goals. It is like your future photo album.,Bo Bennett,"Goals, Dream, Pictures "
"Our Heavenly Father knows us and our circumstances and even what faces us in the future. His Beloved Son, Jesus Christ, our Savior, has suffered and paid for our sins and those of all the people we will ever meet. He has perfect understanding of the feelings, the suffering, the trials, and the needs of every individual.",Henry B. Eyring,"Father, Son, Suffering "
Leaders don't look backwards to condemn what has already been done they look forward to create a better future. ,Mark Cuban,"Better, Look, Forward "
"All political thinking for years past has been vitiated in the same way. People can foresee the future only when it coincides with their own wishes, and the most grossly obvious facts can be ignored when they are unwelcome.",George Orwell,"Thinking, Past, Political "
"Living in the moment, thinking about the future, and staying connected to the past: That's what makes me feel whole.",Hugh Hefner,"Thinking, Past, Me "
People don't realize that now is all there ever is there is no past or future except as memory or anticipation in your mind. ,Eckhart Tolle,"Memory, Past, Mind "
I really believe in the idea of the future.,Zaha Hadid,"Believe, Idea, Really "
The empires of the future are the empires of the mind.,Winston Churchill,"Mind, Empires "
"Right now people are interested in genetic engineering to help the human race. That's a noble cause, and that's where we should be heading. But once we get past that - once we understand what genetic diseases we can deal with - when we start thinking about the future, there's an opportunity to create some new life-forms.",Jack Horner,"Opportunity, Thinking, Past "
"Humans are the only creatures with the ability to dive deep in the sea, fly high in the sky, send instant messages around the globe, reflect on the past, assess the present and imagine the future.",Sylvia Earle,"Deep, Sky, Past "
I know of no way of judging the future but by the past.,Patrick Henry,"Past, Know, Way "
I look to the future because that's where I'm going to spend the rest of my life.,George Burns,"Life, My Life, Rest "
I'm living my future as long as you're living in the present and realize how beautiful life is.,Dhani Jones,"Life, Beautiful, Long "
"Whenever in future wars the battle is fought, armored troops will play the decisive role.",Heinz Guderian,"Battle, Play, Will "
"At some future period, not very distant as measured by centuries, the civilized races of man will almost certainly exterminate, and replace the savage races throughout the world.",Charles Darwin,"Man, World, Savage "
"I take all of my life lessons, which some people might call 'mistakes,' and apply them to my future so that I keep growing.",Kimberly Caldwell,"Life, Mistakes, People "
"Promises are the uniquely human way of ordering the future, making it predictable and reliable to the extent that this is humanly possible.",Hannah Arendt,"Promises, Way, Human "
"Let others lead small lives, but not you. Let others argue over small things, but not you. Let others cry over small hurts, but not you. Let others leave their future in someone else's hands, but not you.",Jim Rohn,"Small Things, Small, Hands "
"The factory of the future will have only two employees, a man and a dog. The man will be there to feed the dog. The dog will be there to keep the man from touching the equipment.",Warren Bennis,"Dog, Man, Employees "
"The hacker community may be small, but it possesses the skills that are driving the global economies of the future.",Heather Brooke,"Community, Small, Driving "
The real enemies of our life are the 'oughts' and the 'ifs.' They pull us backward into the unalterable past and forward into the unpredictable future. But real life takes place in the here and now.,Henri Nouwen,"Life, Past, Place "
I don't carry the burden of the past or the madness of the future. I live in the present.,Narendra Modi,"Past, Live, Madness "
The potential for synthetic biology and biotechnology is vast we all have an opportunity to create the future together. ,Ryan Bethencourt,"Opportunity, Together "
We have to do with the past only as we can make it useful to the present and the future.,Frederick Douglass,"Past, Present, Useful "
"I am not like a pebble on the beach - a grain of sand on the seashore or just one of millions of human beings past, present and future. No, I am a unique human being loved by God as if I were an only child - the only fruit of his creative powers.",Mother Angelica,"God, I Am, Past "
"The earth we abuse and the living things we kill will, in the end, take their revenge; for in exploiting their presence we are diminishing our future.",Marya Mannes,"Revenge, End, Earth "
There is an opportunity for us to renew ourselves. There's an opportunity for us to leave the past behind and present something different for the future.,Jay Weatherill,"Opportunity, Past, Present "
"Even a brief interaction can change the way people think about themselves, their leaders, and the future. Each of those many connections you make has the potential to become a high point or a low point in someone's day.",Douglas Conant,"Change, Day, People "
"Listen, you know this: If there's not a rebellious youth culture, there's no culture at all. It's absolutely essential. It is the future. This is what we're supposed to do as a species, is advance ideas.",John Lydon,"Culture, Youth, Ideas "
"As a leader, I am tough on myself and I raise the standard for everybody; however, I am very caring because I want people to excel at what they are doing so that they can aspire to be me in the future.",Indra Nooyi,"Leader, Myself, Caring "
"The distinction between the past, present and future is only a stubbornly persistent illusion.",Albert Einstein,"Past, Present, Illusion "
Let us put our minds together and see what life we can make for our children.,Sitting Bull,"Life, Children, Together "
"If we can't begin to agree on fundamentals, such as the elimination of the most abusive forms of child labor, then we really are not ready to march forward into the future.",Alexis Herman,"Child, Forward, Labor "
"To make any future that we dreamt up real requires creative scientists, engineers, and technologists to make it happen. If people are not within your midst who dream about tomorrow - with the capacity to bring tomorrow into the present - then the country might as well just recede back into the cave because that's where we're headed.",Neil deGrasse Tyson,"Tomorrow, Make It Happen "
"Let them look to the past, but let them also look to the future; let them look to the land of their ancestors, but let them look also to the land of their children.",Wilfrid Laurier,"Children, Past, Look "
"We already have the statistics for the future: the growth percentages of pollution, overpopulation, desertification. The future is already in place.",Gunter Grass,"Growth, Statistics, Place "
Every thought we think is creating our future.,Louise L. Hay,"Thought, Creating, Think "
"Accordingly, globalization is not only something that will concern and threaten us in the future, but something that is taking place in the present and to which we must first open our eyes.",Ulrich Beck,"Eyes, Globalization, Present "
"I have learned to live each day as it comes, and not to borrow trouble by dreading tomorrow. It is the dark menace of the future that makes cowards of us.",Dorothy Dix,"Day, Tomorrow, Dark "
"Therefore I am sure that this, my Coronation, is not the symbol of a power and a splendor that are gone but a declaration of our hopes for the future, and for the years I may, by God's Grace and Mercy, be given to reign and serve you as your Queen.",Queen Elizabeth II,"God, Power, I Am "
The first principle of contract negotiations is don't remind them of what you did in the past - tell them what you're going to do in the future.,Stan Musial,"Past, You, First "
"Broadcasting is definitely in my cards for the future, and I'm determined to work hard at it - to perfect it and create my style and niche.",Apolo Ohno,"Work, Work Hard, Style "
I'm always looking to the future and what will next be on the horizon.,Jose Andres,"Looking, Horizon, Always "
"For all my years in public life, I have believed that America must sail toward the shores of liberty and justice for all. There is no end to that journey, only the next great voyage. We know the future will outlast all of us, but I believe that all of us will live on in the future we make.",Edward Kennedy,"Life, Journey, Great "
The future ain't what it used to be.,Yogi Berra,Used
"The past, the present and the future are really one: they are today.",Harriet Beecher Stowe,"Today, Past, Present "
"The euro is our common fate, and Europe is our common future.",Angela Merkel,"Fate, Europe, Common "
"At every crossroads on the path that leads to the future, tradition has placed 10,000 men to guard the past.",Maurice Maeterlinck,"Path, Men, Past "
"My wish for the new millennium is for all children... to grow up wiser, and stronger and more prosperous for the future than ever before.",Hillary Clinton,"Children, Stronger, Grow "
Your customers can tell you the things that are broken and how they want to be made happy. Listen to them. Make them happy. But don't rely on them to create the future road map for your product or service. That's your job.,Mark Cuban,"Happy, Service, Job "
I can't speak for the future. I have no crystal ball.,Michael Jordan,"Speak, Crystal, Ball "
Enjoy present pleasures in such a way as not to injure future ones.,Seneca,"Enjoy, Present, Way "
"We deal here with the right of all of our children, whatever their race, to an equal start in life and to an equal opportunity to reach their full potential as citizens. Those children who have been denied that right in the past deserve better than to see fences thrown up to deny them that right in the future.",Thurgood Marshall,"Life, Children, Opportunity "
"My own view is that being a vegetarian or vegan is not an end in itself, but a means towards reducing both human and animal suffering and leaving a habitable planet to future generations.",Peter Singer,"Animal, Suffering, Leaving "
"For 50 years, nuclear power stations have produced three products which only a lunatic could want: bomb-explosive plutonium, lethal radioactive waste and electricity so dear it has to be heavily subsidised. They leave to future generations the task, and most of the cost, of making safe sites that have been polluted half-way to eternity.",James Buchan,"Power, Want, Three "
"Cease to inquire what the future has in store, and take as a gift whatever the day brings forth.",Horace,"Day, Gift, Whatever "
Hold fast to the Bible. To the influence of this Book we are indebted for all the progress made in true civilization and to this we must look as our guide in the future.,Ulysses S. Grant,"Progress, Book, Influence "
"There's no place that communicates as much - and as quickly - as Times Square does. I see the roiling energy and its forceful race into the future. Of course, after 15 minutes, I want to get as far away from there as possible.",Jan Vogler,"Energy, Want, See "
Partition is bad. But whatever is past is past. We have only to look to the future.,Mahatma Gandhi,"Past, Look, Bad "
"Grounded in the natural philosophy of the Middle Ages, alchemy formed a bridge: on the one hand into the past, to Gnosticism, and on the other into the future, to the modern psychology of the unconscious.",Carl Jung,"Past, Bridge, Philosophy "
"Because the time has come, well and truly come, for all peoples of our great country, for all citizens of our great commonwealth, for all Australians - those who are indigenous and those who are not - to come together to reconcile and together build a new future for our nation.",Kevin Rudd,"Time, Great, Together "
You have to be constantly reinventing yourself and investing in the future.,Reid Hoffman,"Yourself, You, Investing "
"In the future, when Microsoft leaves a security-flaw in their code it won't mean that somebody hacks your computer. It will mean that somebody takes control of your servant robot and it stands in your bedroom doorway sharpening a knife and watching you sleep.",Daniel H. Wilson,"Sleep, Control, You "
"What a man is is an arrow into the future, and what a woman is is the place the arrow shoots off from.",Sylvia Plath,"Man, Woman, Place "
"School is practice for the future, and practice makes perfect and nobody's perfect so why bother.",Tre Cool,"School, Practice, Perfect "
You can expect interior enforcement actions in the future.,Asa Hutchinson,"You, Interior, Actions "
We know not of the future and cannot plan for it much.,Joshua Chamberlain,"Plan, Know, Cannot "
"The future enters into us, in order to transform itself in us, long before it happens.",Rainer Maria Rilke,"Long, Order, Us "
"The past is an old armchair in the attic, the present an ominous ticking sound, and the future is anybody's guess.",James Thurber,"Past, Present, Sound "
"I don't have that much forward planning about what I want to do next, or in the future.",Heath Ledger,"Planning, Want, Forward "
Life insurance became popular only when insurance companies stopped emphasizing it as a good investment and sold it instead as a symbolic commitment by fathers to the future well-being of their families.,James Surowiecki,"Life, Good, Commitment "
"What you're doing now, or have done in the past, need not determine what you can do next and in the future.",Ken Robinson,"Past, Doing, You "
"The future is called 'perhaps', which is the only possible thing to call the future. And the important thing is not to allow that to scare you.",Tennessee Williams,"Important, You, Possible "
"Happy accidents are real gifts, and they can open the door to a future that didn't even exist. It's kind of nice sometimes to set up something to encourage or allow happy accidents to happen.",David Lynch,"Happy, Door, Nice "
"It's a question of whether we're going to go forward into the future, or past to the back.",Dan Quayle,"Past, Forward, Question "
"Let the workers organize. Let the toilers assemble. Let their crystallized voice proclaim their injustices and demand their privileges. Let all thoughtful citizens sustain them, for the future of Labor is the future of America.",John L. Lewis,"America, Voice, Thoughtful "
"We owe at least this much to future generations, from whom we have borrowed a fragile planet called Earth.",Maurice Strong,"Earth, Future Generations "
"Learn from the past, look to the future, but live in the present.",Petra Nemcova,"Past, Live, Learn "
"The best preparation for the future is the present well seen to, and the last duty done.",George MacDonald,"Best, Preparation, Present "
The future is made of the same stuff as the present.,Simone Weil,"Present, Same, Made "
The mistakes and unresolved difficulties of the past in mathematics have always been the opportunities of its future.,E. T. Bell,"Mistakes, Mathematics, Past "
"Some mischievous people always there. Last several thousand years, always there. In future, also.",Dalai Lama,"People, Years, Always "
The future has a way of arriving unannounced.,George Will,"Way, Arriving "
My future is righteousness.,Bob Marley,Righteousness
"No matter what happens to me and my career in the future, Berlin is always going to be my hometown.",Alexandra Maria Lara,"Me, Career, Hometown "
"We need enlightenment, not just individually but collectively, to save the planet. We need to awaken ourselves. We need to practice mindfulness if we want to have a future, if we want to save ourselves and the planet.",Thich Nhat Hanh,"Practice, Enlightenment "
"To the wrongs that need resistance, To the right that needs assistance, To the future in the distance, Give yourselves.",Carrie Chapman Catt,"Resistance, Distance, Right "
"Pakistan's future viability, stability and security lie in empowering its people and building political institutions. My goal is to prove that the fundamental battle for the hearts and minds of a generation can be accomplished only under democracy.",Benazir Bhutto,"Democracy, Goal, Battle "
"I want a future where my children feel safe and appreciated and proud to be who they are. My heart is one with all the Arab Spring heroes, no matter how small they think their role is. I know they believe, like me, that we are working for a world whereby an Arab can live with the other in a respectful and dignified way.",Tawakkol Karman,"Children, Heart, World "
Our greatest motivation in life comes from not knowing the future.,Thomas Frey,"Life, Motivation, Greatest "
I was planning on my future as a homeless person. I had a really good spot picked out.,Larry David,"Good, Planning, Homeless "
"Live in the moment, day by day, and don't stress about the future. People are so caught up in looking into the future, that they kind of lose what's in front of them.",Jenna Ushkowitz,"Day, Stress, Moment "
I think Twitter is the future of communications and Square will be the payment network.,Jack Dorsey,"Think, Will, Payment "
"Catholic schools prepare every student to meet the challenges of their future by developing their mind, yes, but also their body and their soul and spirit.",David Vitter,"Soul, Challenges, Mind "
"Well, the future for me is already a thing of the past.",Bob Dylan,"Past, Me, Well "
"Never make predictions, especially about the future.",Casey Stengel,"Never, Predictions, About "
Stop acting as if life is a rehearsal. Live this day as if it were your last. The past is over and gone. The future is not guaranteed.,Wayne Dyer,"Life, Day, Past "
You can never plan the future by the past.,Edmund Burke,"Past, Plan, You "
"The wise man must remember that while he is a descendant of the past, he is a parent of the future.",Herbert Spencer,"Wise, Man, Past "
"While I take inspiration from the past, like most Americans, I live for the future.",Ronald Reagan,"Past, Live, Inspiration "
"I don't know what the future may hold, but I know who holds the future.",Ralph Abernathy,"Know, May, Hold "
When did the future switch from being a promise to a threat?,Chuck Palahniuk,"Promise, Being, Did "
It looks like the future's really bright.,Michael P. Anderson,"Looks, Bright, Like "
Yesterday is a cancelled check. Today is cash on the line. Tomorrow is a promissory note.,Hank Stram,"Today, Tomorrow, Yesterday "
Trying to tear down the past prohibits you from building up your future.,Lil Wayne,"Past, Building, You "
The future depends entirely on what each of us does every day a movement is only people moving. ,Gloria Steinem,"Day, Moving, People "
"I welcome and seek your ideas, but do not bring me small ideas; bring me big ideas to match our future.",Arnold Schwarzenegger,"Welcome, Small, Me "
And all your future lies beneath your hat.,John Oldham,"Hat, Beneath, Lies "
Sustainable development is a fundamental break that's going to reshuffle the entire deck. There are companies today that are going to dominate in the future simply because they understand that.,Francois-Henri Pinault,"Today, Development "
I think the future of psychotherapy and psychology is in the school system. We need to teach every child how to rarely seriously disturb himself or herself and how to overcome disturbance when it occurs.,Albert Ellis,"School, Child, Think "
Germany is our fatherland Europe is our future. ,Helmut Kohl,"Europe, Germany, Fatherland "
The future belongs to those who see possibilities before they become obvious.,John Sculley,"Possibilities, See, Become "
"The role of an orchestra in the 21st century isn't just playing, it's about developing future audiences and performers.",Leonard Slatkin,"Orchestra, 21st Century "
One of the primary reasons why the human brain has evolved to look so far into the future is so that we can take actions in the present that will bring us to a better future rather than a worse one.,Daniel Goldstein,"Brain, Better, Why "
"Must we wait for selection to solve the problems of overpopulation, exhaustion of resources, pollution of the environment and a nuclear holocaust, or can we take explicit steps to make our future more secure? In the latter case, must we not transcend selection?",B. F. Skinner,"Problems, Environment "
"I think part of the problem with charity is that it tends to make us view people as helpless victims. I think in the future, we'll look back on charity in the same way that we look back on colonialism today: as a very paternalistic system that doesn't fully recognise the full spectrum of humanity.",Leila Janah,"Today, Humanity, Problem "
"A new, a vast, and a powerful language is developed for the future use of analysis, in which to wield its truths so that these may become of more speedy and accurate practical application for the purposes of mankind than the means hitherto in our possession have rendered possible.",Ada Lovelace,"Powerful, Language, New "
"I invite you, citizens, to open your eyes and to give serious attention to the future. Reflect on the disasters which may ensue from longer obstinacy. Submit to lawful authority, if you wish to preserve the South untouched. Save your families and your property.",Toussaint Louverture,"Eyes, Wish, You "
"It is difficult to live in the present, ridiculous to live in the future and impossible to live in the past. Nothing is as far away as one minute ago.",Jim Bishop,"Past, Impossible, Live "
"We must strive to encourage East and West not only to move towards each other but also to encourage them to find a new philosophy, a philosophy which will serve as a tool determining the future of Planet Earth - our common and only shelter.",Nursultan Nazarbayev,"Philosophy, Earth, New "
My philosophy is to take one day at a time. I don't worry about the future. Tomorrow is even out of sight for me.,Bobby Darin,"Time, Day, Philosophy "
"Use your lives wisely, my friends, and conserve these precious freedoms for future generations.",Ted Nugent,"Friends, Precious "
I just want the future to happen faster. I can't imagine the future without robots.,Nolan Bushnell,"Robots, Want, Faster "
Biodiversity starts in the distant past and it points toward the future.,Frans Lanting,"Past, Biodiversity, Toward "
"Don't be intimidated by people who seem to be experts. Hear their points of view and get their judgements. But at the end of day, you've got to make a judgement because it's not their life that's going to be affected so much as your future.",Robert Dallek,"Life, Day, End "
"The future is like heaven, everyone exalts it, but no one wants to go there now.",James A. Baldwin,"Heaven, Everyone, Now "
"An author is a fool who, not content with boring those he lives with, insists on boring future generations.",Charles de Montesquieu,"Fool, Content, Boring "
"To love someone is to isolate him from the world, wipe out every trace of him, dispossess him of his shadow, drag him into a murderous future. It is to circle around the other like a dead star and absorb him into a black light.",Jean Baudrillard,"Love, Light, World "
"In the future, instead of striving to be right at a high cost, it will be more appropriate to be flexible and plural at a lower cost. If you cannot accurately predict the future then you must flexibly be prepared to deal with various possible futures.",Edward de Bono,"You, Be Prepared, Flexible "
The cost of adding a feature isn't just the time it takes to code it. The cost also includes the addition of an obstacle to future expansion. The trick is to pick the features that don't fight each other.,John Carmack,"Time, Fight, Cost "
If we are to better the future we must disturb the present.,Catherine Booth,"Better, Present, Must "
"My entire life has been an attempt to get back to the kind of feelings you have on a field. The sense of brotherhood, the esprit de corps, the focus - there being no past or future, just the ball. As trite as it sounds, I was happiest playing ball.",David Duchovny,"Life, Focus, Past "
"The future of the world belongs to the youth of the world, and it is from the youth and not from the old that the fire of life will warm and enlighten the world. It is your privilege to breathe the breath of life into the dry bones of many around you.",Tom Mann,"Life, Youth, World "
"The Nautilus was piercing the water with its sharp spur, after having accomplished nearly ten thousand leagues in three months and a half, a distance greater than the great circle of the earth. Where were we going now, and what was reserved for the future?",Jules Verne,"Great, Water, Earth "
